競馬場,距離,芝ダ,血統区分,TOP5系統,修正前TOP1系統,最終対象系統数,最終対象系統,同条件馬券内総数,最終該当馬券内数,最終占有率%,36R換算_馬券内頭数,採用項目数,条件1項目,条件1内容,条件1合算率%,条件1基準%,条件1残留系統,条件2項目,条件2内容,条件2合算率%,条件2基準%,条件2残留系統,条件3項目,条件3内容,条件3合算率%,条件3基準%,条件3残留系統,条件4項目,条件4内容,条件4合算率%,条件4基準%,条件4残留系統,条件5項目,条件5内容,条件5合算率%,条件5基準%,条件5残留系統,条件6項目,条件6内容,条件6合算率%,条件6基準%,条件6残留系統,条件7項目,条件7内容,条件7合算率%,条件7基準%,条件7残留系統,条件8項目,条件8内容,条件8合算率%,条件8基準%,条件8残留系統,実戦判定文
小倉,2860,芝,父系,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,ロイヤルチャージャー系,3,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系,486,50,10.29,11.1,8,前芝・ダ,芝,69.46,48.62,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,斤量,60,77.78,54.44,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系,前走斤量,60,89.54,62.68,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系,性別,牡,82.48,57.74,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系,前クラス名,未勝利,84.07,58.85,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系,所属,(栗),72.63,50.84,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系,前走所属,(栗),100.0,70.0,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系,前走馬場状態,良,72.46,50.72,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系,小倉芝2860mは、ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系で、前芝・ダ=芝、斤量=60、前走斤量=60、性別=牡、前クラス名=未勝利、所属=(栗)、前走所属=(栗)、前走馬場状態=良に該当する馬
小倉,3390,芝,母父系,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,ロイヤルチャージャー系,1,ロイヤルチャージャー系,99,6,6.06,6.5,8,前走所属,(栗),78.95,55.26,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,所属,(栗),100.0,70.0,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,性別,牡,73.33,51.33,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,前走斤量,60,65.45,45.82,ロイヤルチャージャー系・ニアークティック系・その他のエクリプス系,斤量,60,75.0,52.5,ロイヤルチャージャー系・ニアークティック系,馬場状態,良,70.83,49.58,ロイヤルチャージャー系・ニアークティック系,天気,晴,64.71,45.29,ロイヤルチャージャー系,前走馬場状態,良,75.0,52.5,ロイヤルチャージャー系,小倉芝3390mは、ロイヤルチャージャー系で、前走所属=(栗)、所属=(栗)、性別=牡、前走斤量=60、斤量=60、馬場状態=良、天気=晴、前走馬場状態=良に該当する馬
小倉,3390,芝,父系,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,ロイヤルチャージャー系,1,ロイヤルチャージャー系,99,7,7.07,7.6,8,前芝・ダ,芝,76.92,53.85,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・その他のエクリプス系,性別,牡,69.39,48.57,ロイヤルチャージャー系・ネイティヴダンサー系,斤量,60,77.42,54.19,ロイヤルチャージャー系・ネイティヴダンサー系,馬場状態,良,62.5,43.75,ロイヤルチャージャー系,天気,晴,76.92,53.85,ロイヤルチャージャー系,前走馬場状態,良,90.0,63.0,ロイヤルチャージャー系,所属,(栗),77.78,54.44,ロイヤルチャージャー系,前走所属,(栗),100.0,70.0,ロイヤルチャージャー系,小倉芝3390mは、ロイヤルチャージャー系で、前芝・ダ=芝、性別=牡、斤量=60、馬場状態=良、天気=晴、前走馬場状態=良、所属=(栗)、前走所属=(栗)に該当する馬
新潟,1200,ダ,母父系,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・マンノウォー系,ロイヤルチャージャー系,4,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,1800,102,5.67,6.1,7,前走所属,(栗),37.0,25.9,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・マンノウォー系,前芝・ダ,ダ,90.61,63.43,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・マンノウォー系,所属,(栗),99.14,69.4,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・マンノウォー系,頭数,15,76.66,53.66,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・マンノウォー系,替,*,64.55,45.18,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・マンノウォー系,前距離,1200,60.56,42.39,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・マンノウォー系,性別,牡,59.88,41.92,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,,,,,,新潟ダ1200mは、ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系で、前走所属=(栗)、前芝・ダ=ダ、所属=(栗)、頭数=15、替=*、前距離=1200、性別=牡に該当する馬
新潟,1200,ダ,父系,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,ロイヤルチャージャー系,2,ロイヤルチャージャー系・ニアークティック系,1800,8,0.44,0.5,8,前芝・ダ,芝,8.86,6.2,ロイヤルチャージャー系・ニアークティック系・ナスルーラ系,頭数,15,82.86,58.0,ロイヤルチャージャー系・ニアークティック系・ナスルーラ系,前走馬場状態,良,79.31,55.52,ロイヤルチャージャー系・ニアークティック系・ナスルーラ系,替,*,63.04,44.13,ロイヤルチャージャー系・ニアークティック系,所属,(美),77.78,54.44,ロイヤルチャージャー系・ニアークティック系,前走所属,(美),100.0,70.0,ロイヤルチャージャー系・ニアークティック系,性別,牝,61.9,43.33,ロイヤルチャージャー系・ニアークティック系,年齢,3,61.54,43.08,ロイヤルチャージャー系・ニアークティック系,新潟ダ1200mは、ロイヤルチャージャー系・ニアークティック系で、前芝・ダ=芝、頭数=15、前走馬場状態=良、替=*、所属=(美)、前走所属=(美)、性別=牝、年齢=3に該当する馬
新潟,1800,ダ,母父系,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,ロイヤルチャージャー系,4,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,2104,103,4.9,5.3,7,前走所属,(栗),41.02,28.72,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,前芝・ダ,ダ,91.25,63.87,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,所属,(栗),99.74,69.82,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,性別,牡,66.93,46.85,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,前走馬場状態,良,59.41,41.58,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,替,*,60.33,42.23,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,前距離,1800,56.91,39.83,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,,,,,,新潟ダ1800mは、ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系で、前走所属=(栗)、前芝・ダ=ダ、所属=(栗)、性別=牡、前走馬場状態=良、替=*、前距離=1800に該当する馬
新潟,1800,ダ,父系,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,ロイヤルチャージャー系,1,ロイヤルチャージャー系,2104,7,0.33,0.4,8,前芝・ダ,芝,8.2,5.74,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系,性別,牡,57.89,40.53,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系,替,*,78.18,54.73,ロイヤルチャージャー系・ネイティヴダンサー系,前走馬場状態,良,74.36,52.05,ロイヤルチャージャー系・ネイティヴダンサー系,頭数,15,65.52,45.86,ロイヤルチャージャー系・ネイティヴダンサー系,所属,(美),68.42,47.89,ロイヤルチャージャー系,前走所属,(美),100.0,70.0,ロイヤルチャージャー系,前クラス名,未勝利,63.64,44.55,ロイヤルチャージャー系,新潟ダ1800mは、ロイヤルチャージャー系で、前芝・ダ=芝、性別=牡、替=*、前走馬場状態=良、頭数=15、所属=(美)、前走所属=(美)、前クラス名=未勝利に該当する馬
新潟,2500,ダ,母父系,ロイヤルチャージャー系・ニアークティック系・ナスルーラ系・ネイティヴダンサー系・その他のエクリプス系,ロイヤルチャージャー系,1,ロイヤルチャージャー系,51,3,5.88,6.4,8,前走所属,(栗),57.14,40.0,ロイヤルチャージャー系・ニアークティック系・ナスルーラ系・ネイティヴダンサー系,前芝・ダ,ダ,92.86,65.0,ロイヤルチャージャー系・ニアークティック系・ナスルーラ系・ネイティヴダンサー系,所属,(栗),100.0,70.0,ロイヤルチャージャー系・ニアークティック系・ナスルーラ系・ネイティヴダンサー系,性別,牡,84.62,59.23,ロイヤルチャージャー系・ニアークティック系・ナスルーラ系・ネイティヴダンサー系,前クラス名,1勝,63.64,44.55,ロイヤルチャージャー系・ナスルーラ系・ネイティヴダンサー系,馬場状態,良,57.14,40.0,ロイヤルチャージャー系・ネイティヴダンサー系,替,*,71.43,50.0,ロイヤルチャージャー系・ネイティヴダンサー系,前走場所,札幌,60.0,42.0,ロイヤルチャージャー系,新潟ダ2500mは、ロイヤルチャージャー系で、前走所属=(栗)、前芝・ダ=ダ、所属=(栗)、性別=牡、前クラス名=1勝、馬場状態=良、替=*、前走場所=札幌に該当する馬
新潟,1000,芝,母父系,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,ロイヤルチャージャー系,4,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,699,37,5.29,5.7,8,前走所属,(栗),25.23,17.66,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,前芝・ダ,芝,82.04,57.43,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,所属,(栗),99.27,69.49,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,馬場状態,良,80.15,56.1,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,天気,晴,75.23,52.66,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,前走馬場状態,良,75.61,52.93,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,替,*,70.97,49.68,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,前距離,1200,84.09,58.86,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,新潟芝1000mは、ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系で、前走所属=(栗)、前芝・ダ=芝、所属=(栗)、馬場状態=良、天気=晴、前走馬場状態=良、替=*、前距離=1200に該当する馬
新潟,1000,芝,父系,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,ロイヤルチャージャー系,4,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系,699,47,6.72,7.3,8,前芝・ダ,芝,82.78,57.94,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系,所属,(美),75.58,52.91,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系,前走所属,(美),99.62,69.73,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系,前走馬場状態,良,77.22,54.05,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系,性別,牝,73.5,51.45,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系,馬場状態,良,72.11,50.48,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系,天気,晴,76.42,53.49,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系,頭数,18,58.02,40.62,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系,新潟芝1000mは、ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系で、前芝・ダ=芝、所属=(美)、前走所属=(美)、前走馬場状態=良、性別=牝、馬場状態=良、天気=晴、頭数=18に該当する馬
新潟,1200,芝,母父系,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,ロイヤルチャージャー系,4,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,478,44,9.21,9.9,7,前走所属,(栗),33.85,23.69,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,前芝・ダ,芝,92.16,64.51,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,所属,(栗),100.0,70.0,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,前距離,1200,82.27,57.59,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,前走馬場状態,良,70.69,49.48,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,馬場状態,良,76.83,53.78,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,天気,晴,73.02,51.11,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,,,,,,新潟芝1200mは、ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系で、前走所属=(栗)、前芝・ダ=芝、所属=(栗)、前距離=1200、前走馬場状態=良、馬場状態=良、天気=晴に該当する馬
新潟,1200,芝,父系,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,ロイヤルチャージャー系,4,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・その他のエクリプス系,478,49,10.25,11.1,7,前芝・ダ,芝,85.88,60.12,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,前走馬場状態,良,75.8,53.06,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,馬場状態,良,81.93,57.35,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,前距離,1200,79.41,55.59,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,天気,晴,75.0,52.5,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,所属,(美),61.73,43.21,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・その他のエクリプス系,前走所属,(美),100.0,70.0,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・その他のエクリプス系,,,,,,新潟芝1200mは、ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・その他のエクリプス系で、前芝・ダ=芝、前走馬場状態=良、馬場状態=良、前距離=1200、天気=晴、所属=(美)、前走所属=(美)に該当する馬
新潟,1400,芝,母父系,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,ロイヤルチャージャー系,5,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,671,30,4.47,4.8,8,前走所属,(栗),31.62,22.13,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,馬場状態,良,75.86,53.1,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,所属,(栗),99.35,69.55,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,前芝・ダ,芝,94.12,65.88,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,前走馬場状態,良,80.56,56.39,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,天気,晴,74.14,51.9,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,替,*,69.77,48.84,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,性別,牝,50.0,35.0,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,新潟芝1400mは、ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系で、前走所属=(栗)、馬場状態=良、所属=(栗)、前芝・ダ=芝、前走馬場状態=良、天気=晴、替=*、性別=牝に該当する馬
新潟,1400,芝,父系,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,ロイヤルチャージャー系,3,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系,671,31,4.62,5.0,8,前芝・ダ,芝,72.36,50.65,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,馬場状態,良,78.28,54.79,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,天気,晴,76.56,53.59,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,前走馬場状態,良,74.38,52.06,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,替,*,66.39,46.47,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,性別,牝,59.49,41.65,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・その他のエクリプス系,所属,(美),68.89,48.22,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系,前走所属,(美),100.0,70.0,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系,新潟芝1400mは、ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系で、前芝・ダ=芝、馬場状態=良、天気=晴、前走馬場状態=良、替=*、性別=牝、所属=(美)、前走所属=(美)に該当する馬
新潟,1600,芝,母父系,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,ロイヤルチャージャー系,3,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系,813,33,4.06,4.4,8,前走所属,(栗),31.95,22.36,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,馬場状態,良,73.17,51.22,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,所属,(栗),100.0,70.0,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,前芝・ダ,芝,94.94,66.46,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,天気,晴,79.29,55.5,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,前走馬場状態,良,67.16,47.01,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系,替,*,67.07,46.95,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系,前距離,1600,60.0,42.0,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系,新潟芝1600mは、ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系で、前走所属=(栗)、馬場状態=良、所属=(栗)、前芝・ダ=芝、天気=晴、前走馬場状態=良、替=*、前距離=1600に該当する馬
新潟,1600,芝,父系,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,ロイヤルチャージャー系,3,ロイヤルチャージャー系・ニアークティック系・ナスルーラ系,813,24,2.95,3.2,8,前芝・ダ,芝,74.13,51.89,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系,馬場状態,良,79.87,55.91,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系,天気,晴,72.4,50.68,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系,前走馬場状態,良,74.59,52.21,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系,所属,(美),65.19,45.63,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系,前走所属,(美),100.0,70.0,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系,替,*,54.55,38.18,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系,性別,牡,54.17,37.92,ロイヤルチャージャー系・ニアークティック系・ナスルーラ系,新潟芝1600mは、ロイヤルチャージャー系・ニアークティック系・ナスルーラ系で、前芝・ダ=芝、馬場状態=良、天気=晴、前走馬場状態=良、所属=(美)、前走所属=(美)、替=*、性別=牡に該当する馬
新潟,1800,芝,母父系,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,ロイヤルチャージャー系,4,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,911,45,4.94,5.3,8,前走所属,(栗),33.37,23.36,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,前芝・ダ,芝,96.23,67.36,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,所属,(栗),99.29,69.5,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,替,*,69.18,48.42,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,前走馬場状態,良,75.13,52.59,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,馬場状態,良,71.03,49.72,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,天気,晴,74.76,52.33,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,性別,牡,59.21,41.45,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,新潟芝1800mは、ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系で、前走所属=(栗)、前芝・ダ=芝、所属=(栗)、替=*、前走馬場状態=良、馬場状態=良、天気=晴、性別=牡に該当する馬
新潟,1800,芝,父系,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,ロイヤルチャージャー系,2,ロイヤルチャージャー系・その他のエクリプス系,911,31,3.4,3.7,8,前芝・ダ,芝,85.71,60.0,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,馬場状態,良,77.23,54.06,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,前走馬場状態,良,80.85,56.6,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,天気,晴,77.07,53.95,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,替,*,62.93,44.05,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,性別,牡,48.06,33.64,ロイヤルチャージャー系・ネイティヴダンサー系・その他のエクリプス系,所属,(栗),56.9,39.83,ロイヤルチャージャー系・その他のエクリプス系,前走所属,(栗),100.0,70.0,ロイヤルチャージャー系・その他のエクリプス系,新潟芝1800mは、ロイヤルチャージャー系・その他のエクリプス系で、前芝・ダ=芝、馬場状態=良、前走馬場状態=良、天気=晴、替=*、性別=牡、所属=(栗)、前走所属=(栗)に該当する馬
新潟,2000,芝,母父系,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,ロイヤルチャージャー系,5,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,736,50,6.79,7.3,8,前走所属,(栗),36.45,25.52,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,前芝・ダ,芝,97.7,68.39,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,所属,(栗),100.0,70.0,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,前走馬場状態,良,72.16,50.51,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,馬場状態,良,78.26,54.78,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,天気,晴,79.86,55.9,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,替,*,68.7,48.09,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,性別,牡,63.29,44.3,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,新潟芝2000mは、ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系で、前走所属=(栗)、前芝・ダ=芝、所属=(栗)、前走馬場状態=良、馬場状態=良、天気=晴、替=*、性別=牡に該当する馬
新潟,2000,芝,父系,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,ロイヤルチャージャー系,2,ロイヤルチャージャー系・ネイティヴダンサー系,736,38,5.16,5.6,8,前芝・ダ,芝,93.97,65.78,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,馬場状態,良,78.38,54.87,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,天気,晴,76.67,53.67,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,前走馬場状態,良,77.87,54.51,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・その他のエクリプス系,所属,(美),60.62,42.44,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系,前走所属,(美),100.0,70.0,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系,替,*,60.68,42.48,ロイヤルチャージャー系・ネイティヴダンサー系,年齢,3,57.58,40.3,ロイヤルチャージャー系・ネイティヴダンサー系,新潟芝2000mは、ロイヤルチャージャー系・ネイティヴダンサー系で、前芝・ダ=芝、馬場状態=良、天気=晴、前走馬場状態=良、所属=(美)、前走所属=(美)、替=*、年齢=3に該当する馬
