競馬場,距離,芝ダ,血統区分,TOP5系統,修正前TOP1系統,最終対象系統数,最終対象系統,同条件馬券内総数,最終該当馬券内数,最終占有率%,36R換算_馬券内頭数,採用項目数,条件1項目,条件1内容,条件1合算率%,条件1基準%,条件1残留系統,条件2項目,条件2内容,条件2合算率%,条件2基準%,条件2残留系統,条件3項目,条件3内容,条件3合算率%,条件3基準%,条件3残留系統,条件4項目,条件4内容,条件4合算率%,条件4基準%,条件4残留系統,条件5項目,条件5内容,条件5合算率%,条件5基準%,条件5残留系統,条件6項目,条件6内容,条件6合算率%,条件6基準%,条件6残留系統,条件7項目,条件7内容,条件7合算率%,条件7基準%,条件7残留系統,条件8項目,条件8内容,条件8合算率%,条件8基準%,条件8残留系統,実戦判定文
中京,1400,芝,母父系,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,ロイヤルチャージャー系,4,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,881,96,10.9,11.8,8,前走所属,(栗),70.89,49.63,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,所属,(栗),99.83,69.88,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,前芝・ダ,芝,94.88,66.42,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,馬場状態,良,78.24,54.77,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,前走馬場状態,良,80.23,56.16,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,天気,晴,75.87,53.11,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,替,*,66.67,46.67,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,性別,牡,55.17,38.62,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,中京芝1400mは、ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系で、前走所属=(栗)、所属=(栗)、前芝・ダ=芝、馬場状態=良、前走馬場状態=良、天気=晴、替=*、性別=牡に該当する馬
中京,1400,芝,父系,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,ロイヤルチャージャー系,3,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系,881,47,5.33,5.8,8,前芝・ダ,芝,81.94,57.36,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,所属,(栗),85.12,59.59,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系,前走所属,(栗),100.0,70.0,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系,前走馬場状態,良,79.74,55.82,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系,馬場状態,良,77.87,54.51,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系,天気,晴,74.21,51.95,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系,替,*,59.57,41.7,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系,性別,牡,55.95,39.17,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系,中京芝1400mは、ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系で、前芝・ダ=芝、所属=(栗)、前走所属=(栗)、前走馬場状態=良、馬場状態=良、天気=晴、替=*、性別=牡に該当する馬
中京,1600,芝,母父系,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,ロイヤルチャージャー系,4,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,1141,115,10.08,10.9,8,前走所属,(栗),73.1,51.17,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,所属,(栗),99.87,69.91,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,前芝・ダ,芝,96.65,67.65,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,馬場状態,良,78.0,54.6,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,前走馬場状態,良,79.32,55.52,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,天気,晴,77.37,54.16,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,替,*,59.05,41.34,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,性別,牡,54.25,37.97,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,中京芝1600mは、ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系で、前走所属=(栗)、所属=(栗)、前芝・ダ=芝、馬場状態=良、前走馬場状態=良、天気=晴、替=*、性別=牡に該当する馬
中京,1600,芝,父系,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,ロイヤルチャージャー系,3,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系,1141,42,3.68,4.0,8,前芝・ダ,芝,84.57,59.2,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系,所属,(栗),84.49,59.14,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系,前走所属,(栗),99.72,69.8,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系,馬場状態,良,76.97,53.88,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系,前走馬場状態,良,73.72,51.61,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系,天気,晴,73.27,51.29,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系,替,*,56.76,39.73,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系,頭数,16,50.0,35.0,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系,中京芝1600mは、ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系で、前芝・ダ=芝、所属=(栗)、前走所属=(栗)、馬場状態=良、前走馬場状態=良、天気=晴、替=*、頭数=16に該当する馬
中京,2000,芝,母父系,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,ロイヤルチャージャー系,5,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,1366,180,13.18,14.2,8,前走所属,(栗),77.47,54.23,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,所属,(栗),100.0,70.0,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,前芝・ダ,芝,96.61,67.63,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,前走馬場状態,良,79.07,55.35,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,馬場状態,良,79.01,55.31,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,天気,晴,76.24,53.37,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,性別,牡,65.8,46.06,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,替,*,59.21,41.45,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,中京芝2000mは、ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系で、前走所属=(栗)、所属=(栗)、前芝・ダ=芝、前走馬場状態=良、馬場状態=良、天気=晴、性別=牡、替=*に該当する馬
中京,2000,芝,父系,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,ロイヤルチャージャー系,5,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,1366,120,8.78,9.5,8,前芝・ダ,芝,88.2,61.74,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,所属,(栗),87.82,61.47,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,前走所属,(栗),100.0,70.0,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,馬場状態,良,79.97,55.98,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,前走馬場状態,良,79.44,55.61,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,天気,晴,75.2,52.64,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,性別,牡,67.03,46.92,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,替,*,64.17,44.92,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,中京芝2000mは、ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系で、前芝・ダ=芝、所属=(栗)、前走所属=(栗)、馬場状態=良、前走馬場状態=良、天気=晴、性別=牡、替=*に該当する馬
中京,2200,芝,母父系,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,ロイヤルチャージャー系,4,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,585,101,17.26,18.6,8,前走所属,(栗),85.99,60.2,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,前芝・ダ,芝,96.7,67.69,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,所属,(栗),99.79,69.85,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,性別,牡,86.97,60.88,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,前走馬場状態,良,79.85,55.9,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,馬場状態,良,70.15,49.11,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,天気,晴,75.0,52.5,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,年齢,3,59.76,41.83,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,中京芝2200mは、ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系で、前走所属=(栗)、前芝・ダ=芝、所属=(栗)、性別=牡、前走馬場状態=良、馬場状態=良、天気=晴、年齢=3に該当する馬
中京,2200,芝,父系,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,ロイヤルチャージャー系,5,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,585,56,9.57,10.3,8,前芝・ダ,芝,96.61,67.63,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,所属,(栗),85.09,59.56,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,前走所属,(栗),100.0,70.0,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,性別,牡,85.22,59.66,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,前走馬場状態,良,78.63,55.04,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,馬場状態,良,70.26,49.18,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,天気,晴,70.8,49.56,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,年齢,3,57.73,40.41,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,中京芝2200mは、ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系で、前芝・ダ=芝、所属=(栗)、前走所属=(栗)、性別=牡、前走馬場状態=良、馬場状態=良、天気=晴、年齢=3に該当する馬
中京,3000,芝,母父系,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・マンノウォー系,ロイヤルチャージャー系,3,ロイヤルチャージャー系・ニアークティック系・ナスルーラ系,276,29,10.51,11.3,8,前走所属,(栗),53.58,37.51,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・マンノウォー系,前走馬場状態,良,78.87,55.21,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,所属,(栗),100.0,70.0,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,馬場状態,良,83.64,58.55,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,前芝・ダ,芝,71.74,50.22,ロイヤルチャージャー系・ニアークティック系・ナスルーラ系,前クラス名,未勝利,75.44,52.81,ロイヤルチャージャー系・ニアークティック系・ナスルーラ系,斤量,60,69.77,48.84,ロイヤルチャージャー系・ニアークティック系・ナスルーラ系,前走斤量,60,96.67,67.67,ロイヤルチャージャー系・ニアークティック系・ナスルーラ系,中京芝3000mは、ロイヤルチャージャー系・ニアークティック系・ナスルーラ系で、前走所属=(栗)、前走馬場状態=良、所属=(栗)、馬場状態=良、前芝・ダ=芝、前クラス名=未勝利、斤量=60、前走斤量=60に該当する馬
中京,3000,芝,父系,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,ロイヤルチャージャー系,4,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系,276,34,12.32,13.3,8,前芝・ダ,芝,63.52,44.46,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,馬場状態,良,86.49,60.54,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,前クラス名,未勝利,85.16,59.61,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,前走馬場状態,良,81.65,57.16,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系・その他のエクリプス系,斤量,60,71.91,50.34,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系,前走斤量,60,95.24,66.67,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系,性別,牡,75.0,52.5,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系,頭数,14,75.56,52.89,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系,中京芝3000mは、ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・ナスルーラ系で、前芝・ダ=芝、馬場状態=良、前クラス名=未勝利、前走馬場状態=良、斤量=60、前走斤量=60、性別=牡、頭数=14に該当する馬
中京,3300,芝,母父系,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・セントサイモン系,ロイヤルチャージャー系,3,ロイヤルチャージャー系・ネイティヴダンサー系・ナスルーラ系,66,7,10.61,11.5,8,前走所属,(栗),64.06,44.84,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,馬場状態,良,82.93,58.05,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,所属,(栗),100.0,70.0,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,頭数,14,70.59,49.41,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,前走馬場状態,良,87.5,61.25,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系,性別,牡,80.95,56.67,ロイヤルチャージャー系・ネイティヴダンサー系・ナスルーラ系,前クラス名,ｵｰﾌﾟﾝ,78.57,55.0,ロイヤルチャージャー系・ネイティヴダンサー系・ナスルーラ系,前走斤量,60,63.64,44.55,ロイヤルチャージャー系・ネイティヴダンサー系・ナスルーラ系,中京芝3300mは、ロイヤルチャージャー系・ネイティヴダンサー系・ナスルーラ系で、前走所属=(栗)、馬場状態=良、所属=(栗)、頭数=14、前走馬場状態=良、性別=牡、前クラス名=ｵｰﾌﾟﾝ、前走斤量=60に該当する馬
中京,3300,芝,父系,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・その他のエクリプス系・ナスルーラ系,ロイヤルチャージャー系,1,ロイヤルチャージャー系,66,5,7.58,8.2,7,前芝・ダ,芝,74.55,52.18,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・その他のエクリプス系,前走馬場状態,良,82.93,58.05,ロイヤルチャージャー系・ニアークティック系,馬場状態,良,82.76,57.93,ロイヤルチャージャー系・ニアークティック系,斤量,60,66.67,46.67,ロイヤルチャージャー系・ニアークティック系,前走頭数,14,62.5,43.75,ロイヤルチャージャー系,前走出走頭数,14,90.0,63.0,ロイヤルチャージャー系,性別,牡,55.56,38.89,ロイヤルチャージャー系,,,,,,中京芝3300mは、ロイヤルチャージャー系で、前芝・ダ=芝、前走馬場状態=良、馬場状態=良、斤量=60、前走頭数=14、前走出走頭数=14、性別=牡に該当する馬
中京,3330,芝,母父系,ニアークティック系・ロイヤルチャージャー系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,ニアークティック系,1,ニアークティック系,48,8,16.67,18.0,7,前走所属,(栗),63.04,44.13,ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,斤量,60,83.33,58.33,ニアークティック系・ネイティヴダンサー系・その他のエクリプス系,所属,(栗),100.0,70.0,ニアークティック系・ネイティヴダンサー系・その他のエクリプス系,馬場状態,良,84.21,58.95,ニアークティック系・ネイティヴダンサー系,前走斤量,60,87.5,61.25,ニアークティック系・ネイティヴダンサー系,前走馬場状態,良,92.86,65.0,ニアークティック系・ネイティヴダンサー系,前走頭数,14,76.92,53.85,ニアークティック系,,,,,,中京芝3330mは、ニアークティック系で、前走所属=(栗)、斤量=60、所属=(栗)、馬場状態=良、前走斤量=60、前走馬場状態=良、前走頭数=14に該当する馬
中京,3330,芝,父系,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・その他のエクリプス系,ロイヤルチャージャー系,2,ロイヤルチャージャー系・ニアークティック系,48,11,22.92,24.7,7,前芝・ダ,芝,72.09,50.47,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系・その他のエクリプス系,前走馬場状態,良,83.87,58.71,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系,前クラス名,ｵｰﾌﾟﾝ,76.0,53.2,ロイヤルチャージャー系・ネイティヴダンサー系・ニアークティック系,前走頭数,14,78.95,55.26,ロイヤルチャージャー系・ニアークティック系,前走出走頭数,14,100.0,70.0,ロイヤルチャージャー系・ニアークティック系,馬場状態,良,84.62,59.23,ロイヤルチャージャー系・ニアークティック系,天気,晴,100.0,70.0,ロイヤルチャージャー系・ニアークティック系,,,,,,中京芝3330mは、ロイヤルチャージャー系・ニアークティック系で、前芝・ダ=芝、前走馬場状態=良、前クラス名=ｵｰﾌﾟﾝ、前走頭数=14、前走出走頭数=14、馬場状態=良、天気=晴に該当する馬
中京,3900,芝,父系,ロイヤルチャージャー系・ネイティヴダンサー系,ロイヤルチャージャー系,1,ロイヤルチャージャー系,6,2,33.33,36.0,7,前芝・ダ,芝,100.0,70.0,ロイヤルチャージャー系・ネイティヴダンサー系,性別,牡,100.0,70.0,ロイヤルチャージャー系・ネイティヴダンサー系,所属,(栗),100.0,70.0,ロイヤルチャージャー系・ネイティヴダンサー系,前走馬場状態,良,100.0,70.0,ロイヤルチャージャー系・ネイティヴダンサー系,前走所属,(栗),100.0,70.0,ロイヤルチャージャー系・ネイティヴダンサー系,斤量,60,75.0,52.5,ロイヤルチャージャー系・ネイティヴダンサー系,休み明け～戦目,2,66.67,46.67,ロイヤルチャージャー系,,,,,,中京芝3900mは、ロイヤルチャージャー系で、前芝・ダ=芝、性別=牡、所属=(栗)、前走馬場状態=良、前走所属=(栗)、斤量=60、休み明け～戦目=2に該当する馬
中山,1200,ダ,母父系,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,ロイヤルチャージャー系,1,ロイヤルチャージャー系,3717,3,0.08,0.1,7,前走所属,(栗),9.87,6.91,ロイヤルチャージャー系・ニアークティック系・ネイティヴダンサー系・ナスルーラ系・その他のエクリプス系,所属,(美),2.27,1.59,ロイヤルチャージャー系・ニアークティック系,頭数,16,100.0,70.0,ロイヤルチャージャー系・ニアークティック系,前芝・ダ,ダ,85.71,60.0,ロイヤルチャージャー系・ニアークティック系,馬場状態,良,83.33,58.33,ロイヤルチャージャー系・ニアークティック系,前走頭数,16,80.0,56.0,ロイヤルチャージャー系,天気,晴,100.0,70.0,ロイヤルチャージャー系,,,,,,中山ダ1200mは、ロイヤルチャージャー系で、前走所属=(栗)、所属=(美)、頭数=16、前芝・ダ=ダ、馬場状態=良、前走頭数=16、天気=晴に該当する馬
